id,original,generation,processed_generation,original_id,system,rating_1,rating_2,rating_3,rating_4,rating_5,rating_1_z_score,rating_2_z_score,rating_3_z_score,rating_4_z_score,rating_5_z_score
10,"In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.","In late 2004, Suleman removed Howard Stern's radio show from four Citadel stations, citing Stern's frequent mentions of his upcoming move to Sirius Satellite Radio.","In late 2004, Suleman removed Howard Stern's radio show from four Citadel stations, citing Stern's frequent mentions of his upcoming move to Sirius Satellite Radio.",0,new_asset.test.simp.second,72,86,90,76,97,0.5180501844173788,0.6919807626391645,0.6866764866358774,0.3730550984254317,0.7674368196804171
11,"In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.","In late 2004, suleman made headlines by cutting howard stern 's radio show from four citadel stations, citing stern 's frequent discussions about his move to sirius satellite radio.","In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions about his move to Sirius Satellite Radio.",0,con_simplification,69,82,82,78,95,0.3344225846664293,0.216457973579816,0.1262157564400907,0.453953545410172,0.6959555861266069
12,"In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.","In late 2004, suleman made headlines by cutting howard stern 's radio show from four citadel stations, citing stern 's frequent discussions about his new move to sirius satellite radio.","In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions about his new move to Sirius Satellite Radio.",0,PBMT-R.lower,68,83,78,77,90,0.2732133847494461,0.3353386708446532,-0.1540146086578026,0.4135043219178018,0.5172525022420813
13,"In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.","In late 2004, suleman was in the news for cutting howard stern 's radio show from four citadel stations because of stern 's frequent discussions about stern 's move to sirius satellite radio.","In late 2004, Suleman was in the news for cutting Howard Stern's radio show from four Citadel stations because of Stern's frequent discussions about Stern's move to Sirius Satellite Radio.",0,new_simple_wiki,57,84,85,88,89,-0.4000878143373689,0.4542193681094902,0.3363885302635107,0.8584457803338735,0.4815118854651762
14,"In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.","In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.","In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.",0,copy,60,80,80,75,89,-0.2164602145864193,-0.0213034209498581,-0.0138994261088559,0.3326058749330615,0.4815118854651762
15,"In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.","At the end of 2004, suleman made headlines by cutting howard stern 's radio show from four citadel stations, citing stern frequent talks with regard to his next move to sirius satellite radio.","At the end of 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern frequent talks with regard to his next move to Sirius Satellite Radio.",0,SBMT-SARI.lower,63,79,90,70,88,-0.0328326148354698,-0.1401841182146952,0.6866764866358774,0.1303597574712107,0.4457712686882711
16,"In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.","In late 2004, Suleman made headlines by Howard cutting stern's radio show from four Citadel stations, citing stern's frequent discussions regarding his upcoming move to move Sirius radio.","In late 2004, Suleman made headlines by Howard Cutting Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to move Sirius Radio.",0,UNMT,61,77,88,60,70,-0.1552510146694361,-0.3779455127443695,0.5465613040869307,-0.2741324774524907,-0.1975598332960209
17,"In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.","Citadel made 2004, Suleman late headlines move cutting Stern's Stern's radio from show four In stations, citing Howard frequent discussions regarding his upcoming by to Sirius Satellite Radio.","Citadel made 2004, Suleman late headlines move cutting Stern's Stern's radio from show four in stations, citing Howard frequent discussions regarding his upcoming by to Sirius Satellite Radio.",0,scramble_words,35,65,60,0,0,-1.746690212510999,-1.8045138799224147,-1.415051251598323,-2.7010858869947,-2.6994030076793787
18,"In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.","In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.","In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.",0,T5-base,60,80,80,75,89,-0.2164602145864193,-0.0213034209498581,-0.0138994261088559,0.3326058749330615,0.4815118854651762
20,"In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.","In late 2004, Suleman made news by cutting Howard Stern's radio show from four Citadel stations. || He said that Stern was often talking about moving to Sirius Satellite Radio.","In late 2004, Suleman made news by cutting Howard Stern's radio show from four Citadel stations. He said that Stern was often talking about moving to Sirius Satellite Radio.",0,muss_untokenized,78,95,98,95,100,0.8853053839192779,1.7619070380226984,1.247137216831664,1.1415903447804647,0.8746586700111324
21,"In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.","In late 2004, suleman made headlines by cutting howard stern 's radio show from four citadel stations. || this was because he wanted to move to sirius satellite radio.","In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations. This was because he wanted to move to Sirius Satellite Radio.",0,access,72,89,85,70,97,0.5180501844173788,1.0486228544336758,0.3363885302635107,0.1303597574712107,0.7674368196804171
22,"In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.",In late 2004 Suleman made news when he cut Howard Stern's radio show from four Citadel stations. || He said Stern was often talking about his upcoming move to Sirius Satellite Radio.,In late 2004 Suleman made news when he cut Howard Stern's radio show from four Citadel stations. He said Stern was often talking about his upcoming move to Sirius Satellite Radio.,0,ControlT5,76,96,98,100,95,0.7628869840853116,1.8807877352875355,1.247137216831664,1.3438364622423151,0.6959555861266069
23,"In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.",In late 2004 suleman made headlines by cutting Howard stern ' s radio show from four citadel stations. || citing stern ' s frequent discussions regarding his upcoming move to Sirius satellite radio.,In late 2004 Suleman made headlines by cutting Howard Stern ' s radio show from four Citadel stations. Citing Stern ' s frequent discussions regarding his upcoming move to Sirius Satellite Radio.,0,SEMoses_all,68,77,80,75,70,0.2732133847494461,-0.3779455127443695,-0.0138994261088559,0.3326058749330615,-0.1975598332960209
24,"In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations, citing Stern's frequent discussions regarding his upcoming move to Sirius Satellite Radio.","In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations. || He said this was because of Stern's frequent talks about moving to Sirius Satellite Radio.","In late 2004, Suleman made headlines by cutting Howard Stern's radio show from four Citadel stations. He said this was because of Stern's frequent talks about moving to Sirius Satellite Radio.",0,T5-large,70,84,100,93,100,0.3956317845834124,0.4542193681094902,1.387252399380611,1.0606918977957245,0.8746586700111324
25,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds by a club are generally known as bludgeoning or blunt-force trauma injuries.,1,new_turk_corpus_random,68,82,94,80,95,0.2732133847494461,0.216457973579816,0.9669068517337708,0.5348519923949123,0.6959555861266069
26,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds inflicted are known as bludgeoning blunt-force trauma or injuries.,The wounds inflicted are known as bludgeoning blunt-force trauma or injuries.,1,Hybrid.lower,70,75,75,55,75,0.3956317845834124,-0.6157069072740436,-0.3641873824812227,-0.4763785949143415,-0.0188567494114953
27,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds inflicted by a club are generally known as.,The wounds inflicted by a club are generally known as.,1,RM+EX+LS+RO,55,65,70,20,20,-0.5225062141713352,-1.8045138799224147,-0.7144753388535894,-1.892101417147297,-1.9845906721412765
28,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,Wounds from a club are usually called bludgeoning or blunt-force trauma injuries.,Wounds from a club are usually called bludgeoning or blunt-force trauma injuries.,1,new_asset.test.simp.second,76,86,95,90,100,0.7628869840853116,0.6919807626391645,1.036964443008244,0.939344227318614,0.8746586700111324
29,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,Wounds caused by a club are known as bludgeoning or blunt-force trauma injuries.,Wounds caused by a club are known as bludgeoning or blunt-force trauma injuries.,1,asset.test.simp,73,82,98,88,100,0.5792593843343621,0.216457973579816,1.247137216831664,0.8584457803338735,0.8746586700111324
30,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds caused by a club are known as bludgeoning or blunt-force trauma injuries.,The wounds caused by a club are known as bludgeoning or blunt-force trauma injuries.,1,new_simple_wiki,71,85,94,87,100,0.4568409845003957,0.5731000653743273,0.9669068517337708,0.8179965568415034,0.8746586700111324
31,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds inflicted by a club are usually known as bludgeoning or blunt-force injuries.,The wounds inflicted by a club are usually known as bludgeoning or blunt-force injuries.,1,access,61,80,88,73,95,-0.1552510146694361,-0.0213034209498581,0.5465613040869307,0.2517074279483212,0.6959555861266069
32,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The injuries caused by a club are called bludgeoning or blunt force trauma injuries.,The injuries caused by a club are called bludgeoning or blunt force trauma injuries.,1,muss_untokenized,70,87,100,82,98,0.3956317845834124,0.8108614599040016,1.387252399380611,0.6157504393796527,0.8031774364573222
33,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds caused by a club are widely known as bludgeoning or blunt-force trauma wounds.,The wounds caused by a club are widely known as bludgeoning or blunt-force trauma wounds.,1,SBMT-SARI.lower,67,85,94,80,93,0.2120041848324629,0.5731000653743273,0.9669068517337708,0.5348519923949123,0.6244743525727967
34,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds caused by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds caused by a club are generally known as bludgeoning or blunt-force trauma injuries.,1,transformer_w_split,65,83,94,78,90,0.0895857849984965,0.3353386708446532,0.9669068517337708,0.453953545410172,0.5172525022420813
35,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds caused by a club are generally known as bludgeoning or blunt-force injuries.,The wounds caused by a club are generally known as bludgeoning or blunt-force injuries.,1,editnts_w_split,66,82,94,74,90,0.1507949849154797,0.216457973579816,0.9669068517337708,0.2921566514406914,0.5172525022420813
36,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,1,copy,60,80,80,75,88,-0.2164602145864193,-0.0213034209498581,-0.0138994261088559,0.3326058749330615,0.4457712686882711
37,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,1,Dress-Ls.lower,60,80,80,75,88,-0.2164602145864193,-0.0213034209498581,-0.0138994261088559,0.3326058749330615,0.4457712686882711
38,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds caused by a club are known as bludgeoning or blunt-force trauma.,The wounds caused by a club are known as bludgeoning or blunt-force trauma.,1,con_simplification,72,83,95,84,100,0.5180501844173788,0.3353386708446532,1.036964443008244,0.6966488863643929,0.8746586700111324
39,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,"The wounds caused by a club are known as "" bludgeoning "" or "" blunt-force trauma "".","The wounds caused by a club are known as "" bludgeoning "" or "" blunt-force trauma "".",1,ControlT5,72,85,95,85,100,0.5180501844173788,0.5731000653743273,1.036964443008244,0.737098109856763,0.8746586700111324
40,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds suffered by a club are generally known as Bludgeoning or trauma Blunt-Force injuries.,The wounds suffered by a club are generally known as bludgeoning or trauma blunt-force injuries.,1,UNMT,64,82,75,65,70,0.0283765850815133,0.216457973579816,-0.3641873824812227,-0.0718863599906399,-0.1975598332960209
41,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds faced by a club are generally known as Bludgeoning or Blunt-Force injuries.,The wounds faced by a club are generally known as bludgeoning or blunt-force injuries.,1,UNTS,62,77,75,70,70,-0.0940418147524529,-0.3779455127443695,-0.3641873824812227,0.1303597574712107,-0.1975598332960209
42,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds caused by a club are generally known as the or blunt-force trauma injuries.,The wounds caused by a club are generally known as the or blunt-force trauma injuries.,1,lstm_w_split,57,78,72,55,50,-0.4000878143373689,-0.2590648154795323,-0.5743601563046427,-0.4763785949143415,-0.9123721688341232
43,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds attacked by a team are generally known as bludgeoning blunt-force trauma or injuries.,The wounds attacked by a team are generally known as bludgeoning blunt-force trauma or injuries.,1,PBMT-R.lower,66,75,70,35,10,0.1507949849154797,-0.6157069072740436,-0.7144753388535894,-1.285363064761745,-2.341996839910328
44,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The as inflicted by blunt-force club are generally known wounds bludgeoning or a trauma injuries.,The as inflicted by Blunt-Force Club are generally known wounds bludgeoning or a trauma injuries.,1,scramble_words,52,73,65,5,0,-0.7061338139222848,-0.8534683018037179,-1.064763295225956,-2.4988397695328493,-2.6994030076793787
45,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds caused by a club are known as bludgeoning or blunt-force trauma injuries.,The wounds caused by a club are known as bludgeoning or blunt-force trauma injuries.,1,T5-3B,72,83,94,87,100,0.5180501844173788,0.3353386708446532,0.9669068517337708,0.8179965568415034,0.8746586700111324
47,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds caused by a club are known as bludgeoning or blunt-force trauma injuries.,The wounds caused by a club are known as bludgeoning or blunt-force trauma injuries.,1,T5-large,72,83,94,87,100,0.5180501844173788,0.3353386708446532,0.9669068517337708,0.8179965568415034,0.8746586700111324
48,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds caused by a club are known as bludgeoning or blunt force trauma injuries.,The wounds caused by a club are known as bludgeoning or blunt force trauma injuries.,1,T5-base,72,83,94,86,100,0.5180501844173788,0.3353386708446532,0.9669068517337708,0.7775473333491333,0.8746586700111324
49,The wounds inflicted by a club are generally known as bludgeoning or blunt-force trauma injuries.,The wounds inflicted by a club. || are generally known as bludgeoning or blunt force trauma injuries.,The wounds inflicted by a club. are generally known as bludgeoning or blunt force trauma injuries.,1,SEMoses_all,55,73,75,60,60,-0.5225062141713352,-0.8534683018037179,-0.3641873824812227,-0.2741324774524907,-0.5549660010650721
50,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a small box with a strip for lighting matches.,A matchbook is a small box with a strip for lighting matches.,2,asset.test.simp,85,100,100,100,95,1.3137697833381603,2.356310524346884,1.387252399380611,1.3438364622423151,0.6959555861266069
51,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a cardboard folder ( matchcover ) enclosing a quantity of matches and having a coarse surface.,A matchbook is a cardboard folder ( matchcover ) enclosing a quantity of matches and having a coarse surface.,2,Hybrid.lower,75,88,83,83,92,0.7016777841683284,0.9297421571688388,0.196273347714564,0.6561996628720228,0.5887337357958915
52,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a small cardboard folder ( or matchcover ).,A matchbook is a small cardboard folder ( or matchcover ).,2,transformer_w_split,70,85,81,63,85,0.3956317845834124,0.5731000653743273,0.0561581651656173,-0.1527848069753802,0.3385494183575557
53,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbox is a small cardboard folder and having a coarse striking surface.,A Matchbox is a small cardboard folder and having a coarse striking surface.,2,RM+EX+LS+RO,66,86,75,75,82,0.1507949849154797,0.6919807626391645,-0.3641873824812227,0.3326058749330615,0.2313275680268404
54,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a small cardboard container.,A matchbook is a small cardboard container.,2,Dress-Ls.lower,72,83,82,65,75,0.5180501844173788,0.3353386708446532,0.1262157564400907,-0.0718863599906399,-0.0188567494114953
55,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A a is a small cardboard folder.,A A is a small cardboard folder.,2,lstm_w_split,45,75,70,10,20,-1.1345982133411672,-0.6157069072740436,-0.7144753388535894,-2.296593652070998,-1.9845906721412765
56,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a small cardboard folder which holds a number of matches.,A matchbook is a small cardboard folder which holds a number of matches.,2,T5-3B,78,84,88,78,92,0.8853053839192779,0.4542193681094902,0.5465613040869307,0.453953545410172,0.5887337357958915
57,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a small cardboard folder that holds matches.,A matchbook is a small cardboard folder that holds matches.,2,T5-large,82,86,90,80,96,1.1301421835872107,0.6919807626391645,0.6866764866358774,0.5348519923949123,0.731696202903512
58,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,2,copy,60,80,80,78,90,-0.2164602145864193,-0.0213034209498581,-0.0138994261088559,0.453953545410172,0.5172525022420813
59,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A Matchbook is a small cardboard files (Matchcover) of a outer quantity matches and having a coarse striking on the surface.,A matchbook is a small cardboard files (matchcover) of a outer quantity matches and having a coarse striking on the surface.,2,UNMT,55,77,70,45,75,-0.5225062141713352,-0.3779455127443695,-0.7144753388535894,-0.880870829838043,-0.0188567494114953
60,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a small cardboard folder ( matchcover ) with a lot of games and has a coarse striking area on the outside.,A matchbook is a small cardboard folder ( matchcover ) with a lot of games and has a coarse striking area on the outside.,2,PBMT-R.lower,52,70,75,63,65,-0.7061338139222848,-1.2101103935982291,-0.3641873824812227,-0.1527848069753802,-0.3762629171805465
61,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a small cardboard folder ( matchcover ) enclosing a number of games and having a coarse striking surface on the field.,A matchbook is a small cardboard folder ( matchcover ) enclosing a number of games and having a coarse striking surface on the field.,2,SBMT-SARI.lower,53,68,74,58,60,-0.6449246140053017,-1.4478717881279035,-0.434244973755696,-0.355030924437231,-0.5549660010650721
62,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A Matchbook is a small simple header (Matchcover) beneath a circular of matches and having a coarse striking surface on the floor.,A matchbook is a small simple header (matchcover) beneath a circular of matches and having a coarse striking surface on the floor.,2,UNTS,54,74,72,20,40,-0.5837154140883185,-0.7345876045388808,-0.5743601563046427,-1.892101417147297,-1.2697783366031743
63,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,Coarse matchbook is and small cardboard folder (matchcover) a enclosing quantity the matches a having a A striking surface on of exterior.,Coarse Matchbook is and small cardboard folder (matchcover) a enclosing quantity the matches a having a a striking surface on of exterior.,2,scramble_words,35,60,60,0,0,-1.746690212510999,-2.3989173662466,-1.415051251598323,-2.7010858869947,-2.6994030076793787
64,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a small cardboard folder (matchcover) that contains a number of matches and has a stiff exterior made for striking.,A matchbook is a small cardboard folder (matchcover) that contains a number of matches and has a stiff exterior made for striking.,2,new_turk_corpus_random,62,85,95,100,97,-0.0940418147524529,0.5731000653743273,1.036964443008244,1.3438364622423151,0.7674368196804171
65,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a small cardboard container that holds a quantity of matches inside and has a coarse striking surface on the exterior.,A matchbook is a small cardboard container that holds a quantity of matches inside and has a coarse striking surface on the exterior.,2,new_simple_wiki,65,84,98,96,95,0.0895857849984965,0.4542193681094902,1.247137216831664,1.1820395682728349,0.6959555861266069
67,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a small cardboard folder (matchcover) with a lot of matches in it. || It has a rough surface on the outside.,A matchbook is a small cardboard folder (matchcover) with a lot of matches in it. It has a rough surface on the outside.,2,ControlT5,78,95,100,93,98,0.8853053839192779,1.7619070380226984,1.387252399380611,1.0606918977957245,0.8031774364573222
68,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a small cardboard folder (matchcover) with a number of matches inside. || It has a rough surface on the outside.,A matchbook is a small cardboard folder (matchcover) with a number of matches inside. It has a rough surface on the outside.,2,muss_untokenized,75,95,100,96,98,0.7016777841683284,1.7619070380226984,1.387252399380611,1.1820395682728349,0.8031774364573222
69,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a small cardboard folder ( matchcover ) enclosing a quantity of matches. || it has a coarse striking surface on the outside.,A matchbook is a small cardboard folder ( matchcover ) enclosing a quantity of matches. It has a coarse striking surface on the outside.,2,con_simplification,72,90,95,88,90,0.5180501844173788,1.1675035516985128,1.036964443008244,0.8584457803338735,0.5172525022420813
