sent_id,sys_name,orig_sent,simp_sent,sys_type,fluency,fluency_zscore,meaning,meaning_zscore,simplicity,simplicity_zscore
229,PBMT-R,"The Montreal Canadiens are a professional ice hockey team based in Montreal, Quebec, Canada.","The Montreal Canadiens are an ice hockey team in Montreal, Quebec, Canada.",PBMT,90.93333333,0.530096341,89.53333333,0.910330836,74.86666667,0.803378389
251,Dress-Ls,The fourth ring is decorated with golden garlands and was added in 1938 39 when the column was moved to its present location.,The fourth ring is decorated with golden garlands.,NeuralSeq2Seq,97.06666667,0.760474581,52.46666667,-0.30840900600000004,75.86666667,0.893568638
48,DMASS-DCSS,"As a result, although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.","Even though many mosques will not follow violations, both men and women when attending a mosque must get to these rules.",NeuralSeq2Seq,61.8,-0.378462466,60.73333333,0.006403768000000001,30.4,-0.485764706
25,Dress-Ls,"Nevertheless, Tagore emulated numerous styles, including craftwork from northern New Ireland, Haida carvings from the west coast of Canada (British Columbia), and woodcuts by Max Pechstein.","Tagore liked many styles, including craftwork from northern New Ireland, Haida carvings from the west coast of Canada.",NeuralSeq2Seq,67.2,-0.217225298,50.26666667,-0.261086797,69.33333333,0.5426812670000001
333,Dress-Ls,"He toured with the IPO in the spring of 1990 for their first-ever performance in the Soviet Union, with concerts in Moscow and Leningrad, and toured with the IPO again in 1994, performing in China and India.",He went with the IPO in the spring of 1990 for their first performance in the Soviet Union.,NeuralSeq2Seq,95.93333333,0.757723457,58.2,-0.066240829,82.73333333,0.929735458
128,DMASS-DCSS,"The wave traveled across the Atlantic, and organized into a tropical depression off the northern coast of Haiti on September 13.","The wave moved across the Atlantic, and started into a tropical depression off the northwest coast of Haiti on September 13.",NeuralSeq2Seq,83.73333333,0.36145889700000006,83.73333333,0.7667952309999999,60.6,0.27240577
63,Dress-Ls,"Gomaespuma was a Spanish radio show, hosted by Juan Luis Cano and Guillermo Fesser.",Gomaespuma was a Spanish radio show.,NeuralSeq2Seq,98.0,0.812564897,62.86666667,0.08894763900000001,75.66666667,0.671664642
207,Hybrid,He won the presidential election held on 2 March 2008 with 71.25% of the popular vote.,He won the presidential election the presidential election held March 2008.,Semantics+PBMT,54.93333333,-0.655865768,51.6,-0.328351361,27.26666667,-0.711505513
221,DMASS-DCSS,A matchbook is a small cardboard folder (matchcover) enclosing a quantity of matches and having a coarse striking surface on the exterior.,A matchbook is a small cardboard matchcover (folder) enclosing a quantity of matches. It has a corner striking surface on the outside.,NeuralSeq2Seq,89.6,0.46836096899999996,82.73333333,0.628543185,65.93333333,0.34407442299999996
10,DMASS-DCSS,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.","The spacecraft is named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",NeuralSeq2Seq,81.8,0.277359366,52.4,-0.305792792,49.53333333,-0.064211473
317,PBMT-R,His sentence was transportation to Australia for seven years.,His sentence was transportation to Australia.,PBMT,86.66666667,0.299537227,60.4,-0.046419467,66.33333333,0.35003228
95,PBMT-R,"These works he produced and published himself, whilst his much larger woodcuts were mostly commissioned work.",These works he made and published himself and his much larger woodcuts were written work.,PBMT,72.6,-0.074974029,41.46666667,-0.644714152,49.93333333,-0.078372048
314,ACCESS,The SAT Reasoning Test (formerly Scholastic Aptitude Test and Scholastic Assessment Test) is a standardized test for college admissions in the United States.,The SAT Reasoning Test (used to be called Scholastic Aptitude Test and Scholastic Assessment Test) is a test for college admissions in the United States.,NeuralSeq2Seq,90.73333333,0.5395076,90.53333333,0.819228885,89.6,1.107647489
162,ACCESS,"Naas is a major ""Dublin Suburb"" town, with many people living in Naas and working in Dublin.",Naas is a big group of people living in Dublin. Many people living in Naas and working in Dublin.,NeuralSeq2Seq,58.26666667,-0.547894923,35.26666667,-0.921812429,21.06666667,-0.988217311
276,Dress-Ls,"Furthermore, spectroscopic studies have shown evidence of hydrated minerals and silicates, which indicate rather a stony surface composition.",Spectroscopic studies have shown evidence of hydrated minerals and silicates.,NeuralSeq2Seq,93.06666667,0.591727245,65.93333333,0.204812573,75.26666667,0.7713632020000001
314,SBMT-SARI,The SAT Reasoning Test (formerly Scholastic Aptitude Test and Scholastic Assessment Test) is a standardized test for college admissions in the United States.,The SAT Reasoning Test (once school test of fitness and school Assessment Test) is a standard test for college admissions in the United States.,SBMT,79.86666667,0.149117108,45.13333333,-0.42606855299999996,33.33333333,-0.44367130299999996
150,SBMT-SARI,Calvin Baker is an American novelist.,Calvin Baker is a U.S. writer.,SBMT,94.0,0.642528633,88.53333333,0.868708116,80.2,0.988297801
209,Hybrid,"In 1990, she was the only female entertainer allowed to perform in Saudi Arabia.","In 1990, she was the female entertainer allowed to perform.",Semantics+PBMT,83.4,0.33261552699999997,36.6,-0.7352870840000001,51.46666667,0.09826132300000001
169,SBMT-SARI,Bone marrow is the flexible tissue found in the hollow interior of bones.,Bone marrow is the soft tissue found in the hollow home of bones.,SBMT,83.2,0.279981612,64.13333333,0.15959030400000002,40.2,-0.177581123
103,DMASS-DCSS,"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.","Today, Landis' father has become a trusted supporter of his son and representing himself as one of Floyd's biggest fans.",NeuralSeq2Seq,83.26666667,0.294751093,77.06666667,0.517148421,48.13333333,-0.0007356639999999999
288,Hybrid,The collapsed dome of the main church has been restored entirely.,The dome has been restored.,Semantics+PBMT,93.2,0.540513612,60.26666667,0.079981593,81.4,0.977163945
230,ACCESS,Small value inductors can also be built on integrated circuits using the same processes that are used to make transistors.,Small value inductors can also be built on integrated circuits. These are used to make transistors.,NeuralSeq2Seq,92.33333333,0.572965131,51.53333333,-0.28168959600000004,67.93333333,0.583557543
320,DMASS-DCSS,The term dorsal refers to anatomical structures that are either situated toward or grow off that side of an animal.,The word dorsal means that ear structures are neither placed towards or grow off that side of an animal.,NeuralSeq2Seq,83.66666667,0.29173245600000003,24.8,-1.131894013,29.2,-0.599585282
157,Hybrid,"A few animals have chromatic response, changing color in changing environments, either seasonally (ermine, snowshoe hare) or far more rapidly with chromatophores in their integument (the cephalopod family).","Animals have a response, changing color, either ermine snowshoe, or hare).",Semantics+PBMT,49.6,-0.8902383009999999,34.26666667,-0.880717167,27.86666667,-0.684491163
199,SBMT-SARI,Yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk.,Yogurt or yogurt is a dairy product drawn up by bacterial fermentation of milk.,SBMT,69.93333333,-0.161862051,70.06666667,0.25538063699999997,30.0,-0.68286601
252,ACCESS,"West Berlin had its own postal administration, separate from West Germany's, which issued its own postage stamps until 1990.","West Berlin had its own government, separate from West Germany's, which had its own postage stamps until 1990.",NeuralSeq2Seq,91.4,0.5616991139999999,40.46666667,-0.664457752,48.13333333,-0.061243470999999994
125,DMASS-DCSS,The two former presidents were later separately charged with mutiny and treason for their roles in the 1979 coup and the 1980 Gwangju massacre.,The two old presidents were charged with mutiny and treason for their roles in the coup and the 1980 Gwangju massacre.,NeuralSeq2Seq,98.2,0.853890323,75.66666667,0.40985111399999996,76.26666667,0.7858818040000001
169,PBMT-R,Bone marrow is the flexible tissue found in the hollow interior of bones.,Bone marrow is a tissue that can be found in the hollow interior of bones.,PBMT,98.06666667,0.8447269959999999,86.13333333,0.820603509,74.86666667,0.82746613
175,PBMT-R,"The PAD called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat, whom the PAD accused of being proxies for Thaksin.","The called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat. Supporters accused of being proxies for yellow.",PBMT,53.13333333,-0.841509223,32.4,-0.716274422,18.46666667,-0.886037863
95,Dress-Ls,"These works he produced and published himself, whilst his much larger woodcuts were mostly commissioned work.",These works he produced and published himself.,NeuralSeq2Seq,88.13333333,0.490968932,53.6,-0.10349056699999999,71.2,0.615942561
143,ACCESS,Below are some useful links to facilitate your involvement.,Below is some useful links to help with your involvement.,NeuralSeq2Seq,80.4,0.259774067,91.73333333,1.080103223,60.66666667,0.326624125
135,Hybrid,"Development Stable releases are rare, but there are often Subversion snapshots which are stable enough to use.","Development Stable releases are, but there are Subversion snapshots which are to use.",Semantics+PBMT,43.26666667,-1.112008457,23.93333333,-0.9685655879999999,17.86666667,-0.948862388
240,DMASS-DCSS,The crosier symbolises the monasteries of the region.,The crosier were the monasteries of the area.,NeuralSeq2Seq,75.2,-0.034918294,33.73333333,-0.702909386,44.33333333,-0.033310135
266,DMASS-DCSS,"Addiscombe is a suburb in the London Borough of Croydon, England.","Addiscombe is a suburb of Croydon, England.",NeuralSeq2Seq,95.46666667,0.724452168,85.2,0.783500121,89.93333333,1.172555384
267,PBMT-R,"Depending on the context, another closely-related meaning of constituent is that of a citizen residing in the area governed, represented, or otherwise served by a politician; sometimes this is restricted to citizens who elected the politician.","Depending on the context, another family meaning is that of a citizen living in the area governed, represented, or otherwise served by a politician (this is restricted to people who selected the politician.",PBMT,79.93333333,0.035914802999999995,52.53333333,-0.25551936199999997,39.73333333,-0.33981782
136,DMASS-DCSS,"Finally in 1482 the Order dispatched him to Florence, the ‘ city of his destiny ’.","Finally in 1482 the Order sent him to Florence, the'city of his destiny'.",NeuralSeq2Seq,70.46666667,-0.25079367199999997,94.86666667,1.085855251,73.93333333,0.725764023
253,PBMT-R,"The Primavera is a painting by the Italian Renaissance painter Sandro Botticelli, c. 1482.","The Primavera is a painting by Sandro Botticelli, C. Arms.",PBMT,84.73333333,0.326243081,65.2,0.179186457,43.33333333,-0.129681987
52,Dress-Ls,"Their granddaughter Hélène Langevin-Joliot is a professor of nuclear physics at the University of Paris, and their grandson Pierre Joliot, who was named after Pierre Curie, is a noted biochemist.",Their granddaughter Hélène Langevin-Joliot is a professor of nuclear physics at the University of Paris.,NeuralSeq2Seq,85.73333333,0.338003822,53.46666667,-0.183453853,69.06666667,0.584920722
216,DMASS-DCSS,"Santa Maria Maggiore (St. Mary the Greater), the earliest extant church in Assisi.",The second authorized doctrine of the creed was to introduce the role of the Pope.,NeuralSeq2Seq,86.33333333,0.412404981,10.13333333,-1.7825198709999999,34.0,-0.489152362
228,PBMT-R,"Dr. David Lindenmeyer (Australian National University) has argued that the need for nest boxes indicates that logging practices are not ecologically sustainable, for conserving hollow-dependent species like Leadbeater's possum.","Dr. David Lindenmeyer (Australian National University) has said that the need for nest boxes indicates that logging practices are not next smallest ecologically sustainable, for buying hollow-dependent species like Leadbeater's possum.",PBMT,53.8,-0.7812194090000001,50.6,-0.37944205200000003,19.13333333,-0.89712994
203,Hybrid,"The legs are wide at the top, and narrow at the ankle.","The legs are, and.",Semantics+PBMT,10.33333333,-2.640236005,10.0,-1.772831293,8.733333333,-1.2522076340000001
324,PBMT-R,Color ranges from orange to pale yellow.,Certifiable color ranges from orange to pale yellow.,PBMT,88.66666667,0.451122175,78.6,0.44169225700000003,32.6,-0.48390465200000005
235,Hybrid,"From the telephone exchange, the Port Jackson District Commandant could communicate with all military installations on the harbour.",", the port district Jackson Commandant could communicate.",Semantics+PBMT,35.93333333,-1.602480486,27.2,-1.1356309340000001,26.13333333,-0.717264296
137,Hybrid,"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks - St Alexander Nevsky Cathedral (1908) and St George Cathedral in Nakhichevan (1783-1807).",", the two Bolsheviks demolished and 1783-1807).",Semantics+PBMT,25.4,-1.90364706,18.26666667,-1.335823456,13.0,-1.01954521
54,PBMT-R,The International Fight League was an American mixed martial arts (MMA) promotion billed as the world's first MMA league.,The International Fight League was an American mixed martial arts (MMA) billed as the world's first MMA league.,PBMT,94.0,0.6310441729999999,80.46666667,0.627038509,38.73333333,-0.22837396100000001
119,Dress-Ls,"Shade sets the main plot of the novel in motion when he impetuously defies that law, and inadvertently initiates a chain of events that leads to the destruction of his colony's home, forcing their premature migration, and his separation from them.",The story was the main plot of the novel in motion when he impetuously defies that law.,NeuralSeq2Seq,63.73333333,-0.345023924,31.8,-0.859503606,44.66666667,0.09252137099999999
357,Hybrid,"During an interview, Edward Gorey mentioned that Bawden was one of his favorite artists, lamenting the fact that not many people remembered or knew about this fine artist.",", Edward Gorey mentioned that Bawden was one, lamenting the fact that people remembered or knew.",Semantics+PBMT,54.06666667,-0.745272774,28.06666667,-0.9970501429999999,21.33333333,-0.7226114509999999
55,Dress-Ls,"Giardia lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis) is a flagellated protozoan parasite that colonises and reproduces in the small intestine, causing giardiasis.",Giardia lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis) is a flagellated protozoan parasite that infects.,NeuralSeq2Seq,81.86666667,0.19988639100000002,56.46666667,-0.083847428,52.86666667,0.249265127
59,Dress-Ls,"The story of Christmas is based on the biblical accounts given in the Gospel of Matthew, namely - and the Gospel of Luke, specifically -.",The story of Christmas is based on the biblical accounts given in the Gospel of Matthew.,NeuralSeq2Seq,94.8,0.744206116,64.93333333,0.10204843400000001,79.66666667,0.826293478
155,SBMT-SARI,"SummerSlam (2009) is an upcoming professional wrestling pay-per-view event produced by World Wrestling Entertainment (WWE), which will take place on August 23, 2009 at Staples Center in Los Angeles, California.","SummerSlam (2009) is the next job fight PPV event drawn up by World Wrestling Entertainment (WWE), to be held on August 23, 2009 at Staples Center in Los Angeles, California.",SBMT,79.93333333,0.208960063,73.6,0.41015115,48.53333333,-0.07453515200000001
300,Dress-Ls,"In other developments, both Iceland and Greenland accepted the overlordship of Norway, but Scotland was able to repulse a Norse invasion and broker a favorable peace settlement.","In other developments, both Iceland and Greenland accepted the overlordship of Norway.",NeuralSeq2Seq,90.33333333,0.606536857,57.6,-0.08755992900000001,82.26666667,0.849911732
304,ACCESS,"The Britannica was primarily a Scottish enterprise, as symbolised by its thistle logo, the floral emblem of Scotland.","The Britannica was mostly a Scottish company. It was used by its thistle logo, the emblem of Scotland.",NeuralSeq2Seq,77.73333333,0.12378115199999999,60.8,0.032334867999999996,37.53333333,-0.363339355
349,Hybrid,"Furthermore, she appeared in several music videos, including ""It Girl"" by John Oates and ""Just Lose It"" by Eminem.","Furthermore, she appeared in several music videos, including ""It Girl"" and ""just by John Oates Lose It"" by Eminem.",Semantics+PBMT,66.93333333,-0.212062876,32.93333333,-0.8561613370000001,24.93333333,-0.772616367
38,ACCESS,"Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous superhero Captain Qwark, in an effort to stop Drek.","Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous Captain Qwark, to stop Drek.",NeuralSeq2Seq,86.8,0.49745063100000003,96.06666667,1.05397828,82.46666667,0.9108347440000001
218,ACCESS,"Railway Gazette International is a monthly business journal covering the railway, metro, light rail and tram industries worldwide.","Railway Gazette International is a monthly business journal. It is made up of the railway, metro, light rail and tram industries.",NeuralSeq2Seq,84.86666667,0.408222966,74.73333333,0.367327965,57.6,0.20713813399999997
107,ACCESS,"He settled in London, devoting himself chiefly to practical teaching.","He lived in London, and went to work himself chiefly to practical teaching.",NeuralSeq2Seq,56.33333333,-0.619211732,61.0,-0.026905359,31.4,-0.571153999
220,ACCESS,"Loèche harbours the installations of Onyx, the Swiss interception system for electronic intelligence gathering.","Loèche harbours include Onyx, the Swiss interception system for electronic intelligence gathering.",NeuralSeq2Seq,81.26666667,0.256569863,59.33333333,-0.099619895,51.86666667,0.014657035
300,Hybrid,"In other developments, both Iceland and Greenland accepted the overlordship of Norway, but Scotland was able to repulse a Norse invasion and broker a favorable peace settlement.",", both Iceland and Greenland accepted the overlordship of Norway, but was a Norse Repulse Scotland to invasion and broker.",Semantics+PBMT,28.0,-1.71280739,31.66666667,-0.926278453,16.26666667,-1.075745166
165,Hybrid,"Conversely, bills proposed by the Law Commission, and consolidation bills, start in the House of Lords.",", proposed bills and consolidation bills start,,.",Semantics+PBMT,22.53333333,-1.9983338780000002,17.26666667,-1.4184017880000002,14.8,-1.099734316
244,SBMT-SARI,Representatives of the Professional Hockey Writers' Association vote for the All-Star Team at the end of the regular season.,Members of the Pro Hockey Writers' adpl vote for the All-Star Team at the end of the regular season.,SBMT,75.06666667,0.043947600999999996,69.0,0.20189072800000002,46.0,-0.10389192800000001
20,DMASS-DCSS,"It is situated at the coast of the Baltic Sea, where it encloses the city of Stralsund.","It is located at the shore of the Baltic Sea, where it is located at the shore of the borough of Stralsund.",NeuralSeq2Seq,66.6,-0.21790669,65.8,0.08058391200000001,29.46666667,-0.544625349
249,SBMT-SARI,Other nearby settlements include Pont-Bellanger and Beaumesnil.,Other nearby ones include Pont-Bellanger and Beaumesnil.,SBMT,86.53333333,0.38917345799999997,68.0,0.209829323,52.53333333,0.12025293699999999
17,PBMT-R,"In its pure form, dextromethorphan occurs as a white powder.","In its, it is a white powder.",PBMT,27.26666667,-1.8221550180000001,25.33333333,-1.163722772,19.4,-0.9158794640000001
207,Dress-Ls,He won the presidential election held on 2 March 2008 with 71.25% of the popular vote.,He won the presidential election in March 2008.,NeuralSeq2Seq,98.73333333,0.8894754640000001,69.93333333,0.26558278,86.66666667,1.0909493209999999
345,ACCESS,"Its episodes were broadcast on the ABC network from its debut on September 21, 1993 to March 1, 2005.","Its episodes were shown on the ABC network from September 21, 1993 to March 1, 2005.",NeuralSeq2Seq,90.86666667,0.573809406,95.26666667,1.125359241,83.53333333,0.9597843779999999
234,SBMT-SARI,No skater has yet accomplished a quadruple Axel in competition.,No skater has yet made a quadruple Axel in race.,SBMT,73.06666667,-0.001142265,64.0,0.15222044199999998,41.0,-0.272282942
288,DMASS-DCSS,The collapsed dome of the main church has been restored entirely.,The broken Cyclops of the main church has been rebuilt.,NeuralSeq2Seq,95.53333333,0.772675621,30.73333333,-0.8881274840000001,28.33333333,-0.6010476060000001
167,ACCESS,"You may add a passage of up to five words as a Front-Cover Text, and a passage of up to 25 words as a Back-Cover Text, to the end of the list of Cover Texts in the Modified Version.","You may add a passage of up to five words as a Front-Cover Text, and a way of up to 25 words as a Back-Cover Text, to the end of the list of Cover Texts in the Modified Version.",NeuralSeq2Seq,63.0,-0.29390304100000003,52.66666667,-0.191950963,22.66666667,-0.824301752
234,Hybrid,No skater has yet accomplished a quadruple Axel in competition.,No skater accomplished has a quadruple Axel in competition.,Semantics+PBMT,45.46666667,-1.10466988,53.13333333,-0.170016112,19.46666667,-0.9995846820000001
258,Hybrid,Stands were eventually added behind each set of goals during the 1980s and 1990s as the ground began to be modernised.,Stands were added the ground began to be modernised.,Semantics+PBMT,44.26666667,-1.188712301,45.53333333,-0.420241989,39.6,-0.288973055
